DATASET,GENERAL_SITE_ID,LOCAL_SITE_NAME,SITE_TYPE,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,RP_ELEVATION,RP_DESCRIPTION,GS_ELEVATION,MEAS_METHOD,MEAS_ACC,LATITUDE,LONGITUDE,COUNTY
subsidence,246,Ave. 394 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.5041,-119.181,Tulare
subsidence,247,Dodge Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.4839,-119.157,Tulare
subsidence,248,Rocky Hill Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.2747,-119.104,Tulare
subsidence,249,5th Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.1666,-119.058,Tulare
subsidence,250,Ave. 188 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.1308,-119.056,Tulare
subsidence,251,Kaweah River Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.3719,-119.1,Tulare
subsidence,252,Q 810,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.3113,-119.135,Tulare
subsidence,253,N 598,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.3253,-119.106,Tulare
subsidence,254,BR01,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah GSA,EKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,Unknown,0,Unknown,Unknown,36.414,-119.14,Tulare
subsidence,255,SUB067,Surveying/Benchmark Sites,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.844,-119.934,Madera
subsidence,256,SUB031,Surveying/Benchmark Sites,5-022.08 Kings,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.875,-119.792,Fresno
subsidence,257,SUB046,Surveying/Benchmark Sites,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.9755,-119.794,Madera
subsidence,277,LEMA (RMS),Surveying/Benchmark Sites,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.2919,-119.782,Kings
subsidence,278,SUB028,Surveying/Benchmark Sites,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.2556,-119.86,Kings
subsidence,279,SUB061,Surveying/Benchmark Sites,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1723,-119.816,Kings
subsidence,280,SUB086,Surveying/Benchmark Sites,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3626,-119.809,Kings
subsidence,281,SUB102,Surveying/Benchmark Sites,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1895,-119.845,Kings
subsidence,287,SUB027,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Southwest Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.9926,-119.959,Kings
subsidence,288,SUB030,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Southwest Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.8571,-119.892,Kings
subsidence,289,SUB076,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Southwest Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.7899,-119.869,Kings
subsidence,290,U 1097,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Southwest Kings GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.9789,-119.951,Kings
subsidence,291,K021,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.4014,-119.58,Kings
subsidence,292,N 460 RESET,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3139,-119.722,Kings
subsidence,293,S224P2,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3279,-119.595,Kings
subsidence,294,SUB032,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3275,-119.647,Kings
subsidence,295,SUB068,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3136,-119.736,Kings
subsidence,296,SUB084,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.4346,-119.64,Kings
subsidence,297,SUB091,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3272,-119.646,Kings
subsidence,298,U 511,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3281,-119.625,Kings
subsidence,299,U 808,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3281,-119.609,Kings
subsidence,300,X 511,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3428,-119.646,Kings
subsidence,301,X 931,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3232,-119.709,Kings
subsidence,302,SUB038,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.7899,-119.576,Kings
subsidence,303,SUB107,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.934,-119.754,Kings
subsidence,304,Milepost 243,Surveying/Benchmark Sites,5-022.14 Kern County,Henry Miller Water District GSA,2025 Amended Henry Miller GSA GSP,SGMA,"Land Subsidence,Land Subsidence",297,Elevation at ground surface,297,Other,Unknown,35.2409,-119.306,Kern
subsidence,305,Milepost 250,Surveying/Benchmark Sites,5-022.14 Kern County,Henry Miller Water District GSA,2025 Amended Henry Miller GSA GSP,SGMA,"Land Subsidence,Land Subsidence",323,Elevation at ground surface ,323,Other,Unknown,35.1743,-119.343,Kern
subsidence,306,CRCN (RMS),Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1139,-119.568,Kings
subsidence,307,S234P2,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1821,-119.6,Kings
subsidence,308,S238,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1234,-119.574,Kings
subsidence,309,SUB083,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.0362,-119.572,Kings
subsidence,310,SUB093,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,35.8879,-119.525,Tulare
subsidence,311,O,Remote Sensing - Other,5-022.13 Tule,Alpaugh GSA,Tule Subbasin Alpaugh GSP,SGMA Representative,Land Subsidence,213,USGS DEM,213,Digital Elevation Model,Unknown,35.8864,-119.482,Tulare
subsidence,312,S,Remote Sensing - Other,5-022.13 Tule,Alpaugh GSA,Tule Subbasin Alpaugh GSP,SGMA Representative,Land Subsidence,212,USGS DEM,212,Digital Elevation Model,Unknown,35.9133,-119.422,Tulare
subsidence,313,I,Remote Sensing - Other,5-022.13 Tule,Delano-Earlimart Irrigation District GSA,DEID GSA,SGMA Representative,Land Subsidence,397,USGS DEM,397,Digital Elevation Model,Unknown,35.8439,-119.161,Tulare
subsidence,314,K,Remote Sensing - Other,5-022.13 Tule,Delano-Earlimart Irrigation District GSA,DEID GSA,SGMA Representative,Land Subsidence,282,USGS DEM,282,Digital Elevation Model,Unknown,35.8923,-119.269,Tulare
subsidence,315,L,Remote Sensing - Other,5-022.13 Tule,Delano-Earlimart Irrigation District GSA,DEID GSA,SGMA Representative,Land Subsidence,311,USGS DEM,311,Digital Elevation Model,Unknown,35.8508,-119.246,Tulare
subsidence,316,P,Remote Sensing - Other,5-022.13 Tule,Delano-Earlimart Irrigation District GSA,DEID GSA,SGMA Representative,Land Subsidence,223,USGS DEM,223,Digital Elevation Model,Unknown,35.8768,-119.359,Tulare
subsidence,317,B,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,411,USGS DEM,411,Digital Elevation Model,Unknown,36.0658,-119.093,Tulare
subsidence,318,C,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,402,USGS DEM,402,Digital Elevation Model,Unknown,36.0722,-119.089,Tulare
subsidence,319,D,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,412,USGS DEM,412,Digital Elevation Model,Unknown,36.0225,-119.097,Tulare
subsidence,320,E,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,402,USGS DEM,402,Digital Elevation Model,Unknown,35.9778,-119.106,Tulare
subsidence,321,F,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,405,USGS DEM,405,Digital Elevation Model,Unknown,35.9638,-119.107,Tulare
subsidence,322,G,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,412,USGS DEM,412,Digital Elevation Model,Unknown,35.9498,-119.122,Tulare
subsidence,323,H,Remote Sensing - Other,5-022.13 Tule,,,SGMA Representative,Land Subsidence,403,USGS DEM,403,Digital Elevation Model,Unknown,35.9355,-119.133,Tulare
subsidence,324,A,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,217,USGS DEM,217,Digital Elevation Model,Unknown,35.9385,-119.403,Tulare
subsidence,325,J,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,270,USGS DEM,270,Digital Elevation Model,Unknown,35.97,-119.293,Tulare
subsidence,326,Q,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,269,USGS DEM,269,Digital Elevation Model,Unknown,35.9218,-119.286,Tulare
subsidence,327,R,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,243,USGS DEM,243,Digital Elevation Model,Unknown,35.9221,-119.342,Tulare
subsidence,328,A,Remote Sensing - Other,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,Land Subsidence,217,USGS DEM,217,Digital Elevation Model,Unknown,35.9385,-119.403,Tulare
subsidence,329,J,Remote Sensing - Other,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,Land Subsidence,270,USGS DEM,270,Digital Elevation Model,Unknown,35.97,-119.293,Tulare
subsidence,330,Q,Remote Sensing - Other,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,Land Subsidence,269,USGS DEM,269,Digital Elevation Model,Unknown,35.9218,-119.286,Tulare
subsidence,331,R,Remote Sensing - Other,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,Land Subsidence,243,USGS DEM,243,Digital Elevation Model,Unknown,35.9221,-119.342,Tulare
subsidence,332,M,Remote Sensing - Other,5-022.13 Tule,Tri-County Water Authority GSA - Tule,Basin 5-022.13 TCWA - Tule,SGMA Representative,Land Subsidence,226,USGS DEM,226,Digital Elevation Model,Unknown,35.8243,-119.375,Tulare
subsidence,333,N,Remote Sensing - Other,5-022.13 Tule,Tri-County Water Authority GSA - Tule,Basin 5-022.13 TCWA - Tule,SGMA Representative,Land Subsidence,207,USGS DEM,207,Digital Elevation Model,Unknown,35.8192,-119.465,Tulare
subsidence,334,T,Remote Sensing - Other,5-022.13 Tule,Tri-County Water Authority GSA - Tule,Basin 5-022.13 TCWA - Tule,SGMA Representative,Land Subsidence,202,USGS DEM,202,Digital Elevation Model,Unknown,35.9851,-119.479,Tulare
subsidence,335,V,Remote Sensing - Other,5-022.13 Tule,Tri-County Water Authority GSA - Tule,Basin 5-022.13 TCWA - Tule,SGMA Representative,Land Subsidence,213,USGS DEM,213,Digital Elevation Model,Unknown,35.9924,-119.443,Tulare
subsidence,336,U,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,213,USGS DEM,213,Digital Elevation Model,Unknown,36.057,-119.506,Tulare
subsidence,337,W,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,350,USGS DEM,350,Digital Elevation Model,Unknown,36.0646,-119.179,Tulare
subsidence,338,X,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,272,USGS DEM,272,Digital Elevation Model,Unknown,36.1201,-119.32,Tulare
subsidence,339,Y,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,265,USGS DEM,265,Digital Elevation Model,Unknown,36.0638,-119.324,Tulare
subsidence,340,Z,Remote Sensing - Other,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Land Subsidence,243,USGS DEM,243,Digital Elevation Model,Unknown,36.087,-119.396,Tulare
subsidence,341,GT2135,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2893,-119.288,Tulare
subsidence,342,K016,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2584,-119.233,Tulare
subsidence,343,K001,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3886,-119.047,Tulare
subsidence,344,DH6691,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3847,-119.216,Tulare
subsidence,345,K00X,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3232,-119.209,Tulare
subsidence,346,K015,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3765,-119.382,Tulare
subsidence,347,K012,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.226,-119.538,Kings
subsidence,348,DH6686,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.4195,-119.296,Tulare
subsidence,349,DH6739,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3276,-119.479,Kings
subsidence,350,S228,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2692,-119.601,Kings
subsidence,351,DH6719,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2109,-119.199,Tulare
subsidence,352,K003,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2754,-119.161,Tulare
subsidence,353,K02A1,Surveying/Benchmark Sites,5-022.11 Kaweah,Greater Kaweah GSA,GKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3665,-119.116,Tulare
subsidence,354,K007,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.31,-119.383,Tulare
subsidence,355,P566,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.3245,-119.229,Tulare
subsidence,356,K009,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.1708,-119.421,Tulare
subsidence,357,CRCN,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.114,-119.568,Kings
subsidence,358,K010,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.1235,-119.487,Tulare
subsidence,359,TUL99,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.1444,-119.33,Tulare
subsidence,360,TID1,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2254,-119.421,Tulare
subsidence,361,K008,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2653,-119.475,Tulare
subsidence,362,DH6683,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.1777,-119.511,Tulare
subsidence,363,DH6770,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2213,-119.313,Tulare
subsidence,364,K014,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,MKGSA 2nd Amended GSP,SGMA Representative,"Land Subsidence,Land Subsidence",0,GPS Survey Site,0,Unknown,Unknown,36.2549,-119.356,Tulare
subsidence,367,SUB109,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.1234,-119.698,Kings
subsidence,368,SUB110,Surveying/Benchmark Sites,5-022.12 Tulare Lake,El Rico GSA,,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.0796,-119.771,Kings
subsidence,369,SUB111,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA,Land Subsidence,0,Unknown,0,Surveyed to a benchmark,0.1 ft.,36.3134,-119.736,Kings
subsidence,370,WSID 2,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,West Stanislaus Irrigation District GSA,DM_NorthCentral_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",42.52,Original elevation taken December 2019,42.52,GPS,0.1 ft.,37.584,-121.201,Stanislaus
subsidence,403,P256,Continuous GPS,5-022.19 East Contra Costa,City of Brentwood GSA,,SGMA Representative,Land Subsidence,3.31,Estimated from DEM,3.31,Digital Elevation Model,Unknown,37.932,-121.605,Contra Costa
subsidence,470,CACO-IGS14,Continuous GPS,5-022.10 Pleasant Valley,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,0,Unknown,635.764,Surveyed to a benchmark,0.1 ft.,36.176,-120.36,Fresno
subsidence,471,PVWD #2,Continuous GPS,5-022.10 Pleasant Valley,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Unknown,Unknown,36.1366,-120.308,Fresno
subsidence,472,PVWD #4,Continuous GPS,5-022.10 Pleasant Valley,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Unknown,Unknown,36.1081,-120.254,Fresno
subsidence,473,Gale Avenue,Continuous GPS,5-022.09 Westside,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,0,Unknown,0,Unknown,Unknown,36.1807,-120.225,Fresno
subsidence,484,Aliso WD 1,Surveying/Benchmark Sites,5-022.06 Madera,Aliso Water District GSA,Aliso WD GSA,SGMA Representative,"Land Subsidence,Land Subsidence",159.06,USBR Monument,159.06,Surveyed to a benchmark,0.1 ft.,36.8723,-120.317,Madera
subsidence,485,LIFESON,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,Aliso Water District GSA,Aliso WD GSA,SGMA Representative,"Land Subsidence,Land Subsidence",179.5,"Monument on San Joaquin River Bifurcation structure, directly observed by Bureau of Reclamation",179.5,Surveyed to a benchmark,0.1 ft.,36.7741,-120.284,Madera
subsidence,486,P303,Continuous GPS,5-022.07 Delta-Mendota,San Joaquin River Exchange Contractors GSA,DM_SJREC_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",99,GSE,99,Surveyed to a benchmark,0.1 ft.,37.0544,-120.705,Merced
subsidence,487,PT 150,Extensometer,5-022.07 Delta-Mendota,San Joaquin River Exchange Contractors GSA,DM_SJREC_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",97.262,RP is flush with GSE,97.262,Surveyed to a benchmark,0.1 ft.,37.3371,-121.028,Stanislaus
subsidence,488,PT 147,Extensometer,5-022.07 Delta-Mendota,San Joaquin River Exchange Contractors GSA,DM_SJREC_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",124.216,RP is flush with GSE,124.216,Surveyed to a benchmark,0.1 ft.,36.9663,-120.565,Fresno
subsidence,489,PT AC5729,Extensometer,5-022.07 Delta-Mendota,San Joaquin River Exchange Contractors GSA,DM_SJREC_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",137.985,RP is flush with GSE,137.985,Surveyed to a benchmark,0.1 ft.,37.0565,-120.891,Merced
subsidence,490,PT 129,Extensometer,5-022.07 Delta-Mendota,San Joaquin River Exchange Contractors GSA,DM_SJREC_Adopted,SGMA Representative,"Land Subsidence,Land Subsidence",146.361,RP is flush with GSE,146.361,Surveyed to a benchmark,0.1 ft.,36.8573,-120.463,Fresno
