PROGRAM_TYPE,GENERAL_SITE_ID,LOCAL_SITE_NAME,SITE_TYPE,BASIN_NAME,GSP_NAME,GSA_NAME,ALT_AGENCY_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,STATE_WELL_NUMBER,RP_ELEVATION,RP_DESCRIPTION,RP_ELEVATION_SUBSURFACE,GS_ELEVATION,MEAS_METHOD,MEAS_ACC,LATITUDE,LONGITUDE,DEPTH,CASED_DEPTH,DEPTH_TOP,DEPTH_BOTTOM,COUNTY,CREATED_DT,UPDATED_DT
SGMA,189,SUB043,Surveying/Benchmark Sites,5-022.08 Kings,Kings_SouthKings_Adopted,South Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7285,-119.585,,,,,Fresno,2020-01-23 14:26:43.692750,2020-01-23 14:26:43.692750
SGMA,190,SUB058,Surveying/Benchmark Sites,5-022.08 Kings,Kings_SouthKings_Adopted,South Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6481,-119.531,,,,,Fresno,2020-01-23 14:26:43.709220,2020-01-23 14:26:43.709220
SGMA,191,SUB014,Surveying/Benchmark Sites,5-022.08 Kings,Kings_CentralKings_Adopted,Central Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.609,-119.845,,,,,Fresno,2020-01-23 15:09:01.222021,2020-01-23 15:09:01.222021
SGMA,192,SUB072,Surveying/Benchmark Sites,5-022.08 Kings,Kings_CentralKings_Adopted,Central Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5474,-119.737,,,,,Fresno,2020-01-23 15:09:01.241240,2020-01-23 15:09:01.241240
SGMA,193,SUB073,Surveying/Benchmark Sites,5-022.08 Kings,Kings_CentralKings_Adopted,Central Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5615,-119.667,,,,,Fresno,2020-01-23 15:09:01.258666,2020-01-23 15:09:01.258666
SGMA,194,SUB006,Surveying/Benchmark Sites,5-022.08 Kings,Kings_CentralKings_Adopted,Central Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6344,-119.692,,,,,Fresno,2020-01-23 15:09:01.273276,2020-01-23 15:09:01.273276
SGMA,195,SUB058,Surveying/Benchmark Sites,5-022.08 Kings,Kings_CentralKings_Adopted,Central Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6481,-119.531,,,,,Fresno,2020-01-23 15:09:01.288318,2020-01-23 15:09:01.288318
SGMA,196,SUB041,Surveying/Benchmark Sites,5-022.08 Kings,Kings_James_Adopted,James GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7197,-120.202,,,,,Fresno,2020-01-24 16:24:50.470465,2020-01-24 16:24:50.470465
SGMA,197,SUB052,Surveying/Benchmark Sites,5-022.08 Kings,Kings_James_Adopted,James GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5636,-120.094,,,,,Fresno,2020-01-24 16:24:50.519657,2020-01-24 16:24:50.519657
SGMA,198,SUB064,Surveying/Benchmark Sites,5-022.09 Westside,Kings_James_Adopted,James GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5739,-120.279,,,,,Fresno,2020-01-24 16:24:50.540398,2020-01-24 16:24:50.540398
SGMA,199,SUB088,Surveying/Benchmark Sites,5-022.08 Kings,Kings_James_Adopted,James GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5893,-120.163,,,,,Fresno,2020-01-24 16:24:50.560948,2020-01-24 16:24:50.560948
SGMA,200,SUB009,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6025,-119.297,,,,,Tulare,2020-01-27 12:48:12.194340,2020-01-27 12:48:12.194340
SGMA,201,SUB017,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5449,-119.264,,,,,Tulare,2020-01-27 12:48:12.227147,2020-01-27 12:48:12.227147
SGMA,202,SUB042,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.4515,-119.492,,,,,Tulare,2020-01-27 12:48:12.246028,2020-01-27 12:48:12.246028
SGMA,203,SUB054,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7155,-119.352,,,,,Fresno,2020-01-27 12:48:12.264794,2020-01-27 12:48:12.264794
SGMA,204,SUB057,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.5162,-119.365,,,,,Tulare,2020-01-27 12:48:12.283366,2020-01-27 12:48:12.283366
SGMA,205,SUB103,Surveying/Benchmark Sites,5-022.08 Kings,Kings_KingsRiverEast_Adopted,Kings River East GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7185,-119.449,,,,,Fresno,2020-01-27 12:48:12.302703,2020-01-27 12:48:12.302703
SGMA,206,SUB016,Surveying/Benchmark Sites,5-022.09 Westside,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3139,-120.103,,,,,Fresno,2020-01-27 14:08:41.672569,2020-01-27 14:08:41.672569
SGMA,207,SUB021,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4105,-119.977,,,,,Fresno,2020-01-27 14:08:41.692913,2020-01-27 14:08:41.692913
SGMA,208,SUB022,Surveying/Benchmark Sites,5-022.09 Westside,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.2989,-120.103,,,,,Fresno,2020-01-27 14:08:41.713394,2020-01-27 14:08:41.713394
SGMA,209,SUB026,Surveying/Benchmark Sites,5-022.09 Westside,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.2986,-120.158,,,,,Fresno,2020-01-27 14:08:41.729015,2020-01-27 14:08:41.729015
SGMA,210,SUB029,Surveying/Benchmark Sites,5-022.09 Westside,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3422,-120.049,,,,,Fresno,2020-01-27 14:08:41.744518,2020-01-27 14:08:41.744518
SGMA,211,SUB032,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3275,-119.647,,,,,Kings,2020-01-27 14:08:41.759417,2020-01-27 14:08:41.759417
SGMA,212,SUB039,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.44,-119.799,,,,,Fresno,2020-01-27 14:08:41.774555,2020-01-27 14:08:41.774555
SGMA,213,SUB040,Surveying/Benchmark Sites,5-022.09 Westside,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4283,-120.103,,,,,Fresno,2020-01-27 14:08:41.789895,2020-01-27 14:08:41.789895
SGMA,214,SUB041,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.5901,-120.061,,,,,Fresno,2020-01-27 14:08:41.807915,2020-01-27 14:08:41.807915
SGMA,215,SUB060,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.5797,-119.876,,,,,Fresno,2020-01-27 14:08:41.831134,2020-01-27 14:08:41.831134
SGMA,216,SUB064,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.5636,-120.094,,,,,Fresno,2020-01-27 14:08:41.846209,2020-01-27 14:08:41.846209
SGMA,217,SUB068,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3136,-119.736,,,,,Kings,2020-01-27 14:08:41.861610,2020-01-27 14:08:41.861610
SGMA,218,SUB070,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4014,-119.924,,,,,Kings,2020-01-27 14:08:41.877194,2020-01-27 14:08:41.877194
SGMA,219,SUB072,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.5474,-119.737,,,,,Fresno,2020-01-27 14:08:41.891688,2020-01-27 14:08:41.891688
SGMA,220,SUB073,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.5615,-119.667,,,,,Fresno,2020-01-27 14:08:41.907325,2020-01-27 14:08:41.907325
SGMA,221,SUB084,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4346,-119.64,,,,,Kings,2020-01-27 14:08:41.923211,2020-01-27 14:08:41.923211
SGMA,222,SUB086,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3626,-119.809,,,,,Kings,2020-01-27 14:08:41.938049,2020-01-27 14:08:41.938049
SGMA,223,SUB089,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.344,-119.863,,,,,Kings,2020-01-27 14:08:41.954127,2020-01-27 14:08:41.954127
SGMA,224,SUB092,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.3853,-119.877,,,,,Kings,2020-01-27 14:08:41.968911,2020-01-27 14:08:41.968911
SGMA,225,SUB094,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4851,-120.005,,,,,Fresno,2020-01-27 14:08:41.984307,2020-01-27 14:08:41.984307
SGMA,226,SUB097,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthForkKings_Adopted,North Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,0,0,Surveyed to a benchmark,0.1 ft.,36.4864,-120.098,,,,,Fresno,2020-01-27 14:08:41.998586,2020-01-27 14:08:41.998586
SGMA,227,SUB010,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7467,-119.822,,,,,Fresno,2020-01-27 14:37:35.537918,2020-01-27 14:37:35.537918
SGMA,228,SUB015,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7503,-119.814,,,,,Fresno,2020-01-27 14:37:35.553807,2020-01-27 14:37:35.553807
SGMA,229,SUB019,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6626,-119.97,,,,,Fresno,2020-01-27 14:37:35.567934,2020-01-27 14:37:35.567934
SGMA,230,SUB025,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7977,-119.52,,,,,Fresno,2020-01-27 14:37:35.581512,2020-01-27 14:37:35.581512
SGMA,231,SUB031,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.875,-119.792,,,,,Fresno,2020-01-27 14:37:35.594213,2020-01-27 14:37:35.594213
SGMA,232,SUB033,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.6985,-119.758,,,,,Fresno,2020-01-27 14:37:35.606629,2020-01-27 14:37:35.606629
SGMA,233,SUB043,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7285,-119.585,,,,,Fresno,2020-01-27 14:37:35.619835,2020-01-27 14:37:35.619835
SGMA,234,SUB044,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7928,-119.861,,,,,Fresno,2020-01-27 14:37:35.632104,2020-01-27 14:37:35.632104
SGMA,235,SUB048,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.8668,-119.561,,,,,Fresno,2020-01-27 14:37:35.646019,2020-01-27 14:37:35.646019
SGMA,236,SUB049,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.815,-119.887,,,,,Fresno,2020-01-27 14:37:35.658846,2020-01-27 14:37:35.658846
SGMA,237,SUB051,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7722,-119.61,,,,,Fresno,2020-01-27 14:37:35.671779,2020-01-27 14:37:35.671779
SGMA,238,SUB056,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7641,-120.105,,,,,Fresno,2020-01-27 14:37:35.684802,2020-01-27 14:37:35.684802
SGMA,239,SUB069,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7375,-119.499,,,,,Fresno,2020-01-27 14:37:35.697829,2020-01-27 14:37:35.697829
SGMA,240,SUB077,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7631,-119.511,,,,,Fresno,2020-01-27 14:37:35.711396,2020-01-27 14:37:35.711396
SGMA,241,SUB079,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7524,-119.7,,,,,Fresno,2020-01-27 14:37:35.724957,2020-01-27 14:37:35.724957
SGMA,242,SUB080,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.721,-119.881,,,,,Fresno,2020-01-27 14:37:35.737103,2020-01-27 14:37:35.737103
SGMA,243,SUB082,Surveying/Benchmark Sites,5-022.08 Kings,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.7312,-120.006,,,,,Fresno,2020-01-27 14:37:35.749951,2020-01-27 14:37:35.749951
SGMA,244,SUB067,Surveying/Benchmark Sites,5-022.06 Madera,Kings_NorthKings_Adopted,North Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.844,-119.934,,,,,Fresno,2020-01-27 14:37:35.762401,2020-01-27 14:37:35.762401
SGMA,245,Plainview Well 03,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.143,-119.13,,,,,Tulare,2020-01-27 16:33:57.018884,2020-01-27 16:33:57.018884
SGMA,245,Plainview Well 03,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.143,-119.13,,,,,Tulare,2020-01-27 16:33:57.018884,2020-01-27 16:33:57.018884
SGMA,246,Ave. 394 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.5041,-119.181,,,,,Tulare,2020-01-27 16:33:57.039416,2020-01-27 16:33:57.039416
SGMA,246,Ave. 394 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.5041,-119.181,,,,,Tulare,2020-01-27 16:33:57.039416,2020-01-27 16:33:57.039416
SGMA,247,Dodge Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.4839,-119.157,,,,,Tulare,2020-01-27 16:33:57.053096,2020-01-27 16:33:57.053096
SGMA,247,Dodge Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.4839,-119.157,,,,,Tulare,2020-01-27 16:33:57.053096,2020-01-27 16:33:57.053096
SGMA,248,Rocky Hill Check,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.2747,-119.104,,,,,Tulare,2020-01-27 16:33:57.066409,2020-01-27 16:33:57.066409
SGMA,248,Rocky Hill Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.2747,-119.104,,,,,Tulare,2020-01-27 16:33:57.066409,2020-01-27 16:33:57.066409
SGMA,249,5th Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1666,-119.058,,,,,Tulare,2020-01-27 16:33:57.081760,2020-01-27 16:33:57.081760
SGMA,249,5th Ave. Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1666,-119.058,,,,,Tulare,2020-01-27 16:33:57.081760,2020-01-27 16:33:57.081760
SGMA,250,Ave. 188 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1308,-119.056,,,,,Tulare,2020-01-27 16:33:57.098123,2020-01-27 16:33:57.098123
SGMA,250,Ave. 188 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1308,-119.056,,,,,Tulare,2020-01-27 16:33:57.098123,2020-01-27 16:33:57.098123
SGMA,251,Kaweah River Check,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3719,-119.1,,,,,Tulare,2020-01-27 16:33:57.113043,2020-01-27 16:33:57.113043
SGMA,251,Kaweah River Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3719,-119.1,,,,,Tulare,2020-01-27 16:33:57.113043,2020-01-27 16:33:57.113043
SGMA,252,Q 810,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3113,-119.135,,,,,Tulare,2020-01-27 16:33:57.128366,2020-01-27 16:33:57.128366
SGMA,252,Q 810,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3113,-119.135,,,,,Tulare,2020-01-27 16:33:57.128366,2020-01-27 16:33:57.128366
SGMA,253,N 598,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3253,-119.106,,,,,Tulare,2020-01-27 16:33:57.142591,2020-01-27 16:33:57.142591
SGMA,253,N 598,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3253,-119.106,,,,,Tulare,2020-01-27 16:33:57.142591,2020-01-27 16:33:57.142591
SGMA,254,BR01,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.414,-119.14,,,,,Tulare,2020-01-27 16:33:57.157467,2020-01-27 16:33:57.157467
SGMA,254,BR01,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.414,-119.14,,,,,Tulare,2020-01-27 16:33:57.157467,2020-01-27 16:33:57.157467
SGMA,255,SUB067,Surveying/Benchmark Sites,5-022.06 Madera,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.844,-119.934,,,,,Madera,2020-01-28 08:40:13.905698,2020-01-28 08:40:13.905698
SGMA,256,SUB031,Surveying/Benchmark Sites,5-022.08 Kings,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.875,-119.792,,,,,Fresno,2020-01-28 08:40:13.927088,2020-01-28 08:40:13.927088
SGMA,257,SUB046,Surveying/Benchmark Sites,5-022.06 Madera,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.9755,-119.794,,,,,Madera,2020-01-28 08:40:13.941234,2020-01-28 08:40:13.941234
SGMA,277,LEMA (RMS),Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.2919,-119.782,,,,,Kings,2020-01-28 13:43:19.038413,2020-01-28 13:43:19.038413
SGMA,278,SUB028,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.2556,-119.86,,,,,Kings,2020-01-28 13:43:19.056730,2020-01-28 13:43:19.056730
SGMA,279,SUB061,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1723,-119.816,,,,,Kings,2020-01-28 13:43:19.065717,2020-01-28 13:43:19.065717
SGMA,280,SUB086,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3626,-119.809,,,,,Kings,2020-01-28 13:43:19.074637,2020-01-28 13:43:19.074637
SGMA,281,SUB102,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1895,-119.845,,,,,Kings,2020-01-28 13:43:19.083142,2020-01-28 13:43:19.083142
SGMA,287,SUB027,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Southwest Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.9926,-119.959,,,,,Kings,2020-01-28 14:21:41.485717,2020-01-28 14:21:41.485717
