subbasin,gsa,year,symb_class,acres
Tule,Saucelito Irrigation District GSA,2024,YP,226.3
Kaweah,East Kaweah GSA,2020,C,62204.4
Kaweah,East Kaweah GSA,2020,D,8738.0
Kaweah,East Kaweah GSA,2020,F,3365.0
Kaweah,East Kaweah GSA,2020,G,2389.7
Kaweah,East Kaweah GSA,2020,P,3504.7
Kaweah,East Kaweah GSA,2020,T,139.6
Kaweah,East Kaweah GSA,2020,U,13874.3
Kaweah,East Kaweah GSA,2020,V,2704.6
Kaweah,East Kaweah GSA,2020,X,4771.0
Kaweah,East Kaweah GSA,2020,YP,802.0
Kaweah,East Kaweah GSA,2021,C,60492.3
Kaweah,East Kaweah GSA,2021,D,8662.3
Kaweah,East Kaweah GSA,2021,F,3570.2
Kaweah,East Kaweah GSA,2021,G,411.9
Kaweah,East Kaweah GSA,2021,I,3795.5
Kaweah,East Kaweah GSA,2021,P,2959.1
Kaweah,East Kaweah GSA,2021,T,145.5
Kaweah,East Kaweah GSA,2021,U,13896.6
Kaweah,East Kaweah GSA,2021,V,2729.3
Kaweah,East Kaweah GSA,2021,X,4282.3
Kaweah,East Kaweah GSA,2021,YP,1529.7
Kaweah,East Kaweah GSA,2022,C,60887.6
Kaweah,East Kaweah GSA,2022,D,9052.6
Kaweah,East Kaweah GSA,2022,F,2636.0
Kaweah,East Kaweah GSA,2022,G,2496.2
Kaweah,East Kaweah GSA,2022,I,4807.1
Kaweah,East Kaweah GSA,2022,P,2249.7
Kaweah,East Kaweah GSA,2022,T,99.2
Kaweah,East Kaweah GSA,2022,U,14888.5
Kaweah,East Kaweah GSA,2022,V,2645.4
Kaweah,East Kaweah GSA,2022,X,1648.7
Kaweah,East Kaweah GSA,2022,YP,2055.3
Kaweah,East Kaweah GSA,2023,C,61179.1
Kaweah,East Kaweah GSA,2023,D,9085.3
Kaweah,East Kaweah GSA,2023,F,3115.6
Kaweah,East Kaweah GSA,2023,G,3607.7
Kaweah,East Kaweah GSA,2023,I,4520.1
Kaweah,East Kaweah GSA,2023,P,1860.1
Kaweah,East Kaweah GSA,2023,T,99.6
Kaweah,East Kaweah GSA,2023,U,15220.0
Kaweah,East Kaweah GSA,2023,V,2625.6
Kaweah,East Kaweah GSA,2023,X,1884.2
Kaweah,East Kaweah GSA,2023,YP,991.7
Kaweah,East Kaweah GSA,2024,C,61013.2
Kaweah,East Kaweah GSA,2024,D,8886.0
Kaweah,East Kaweah GSA,2024,F,3063.3
Kaweah,East Kaweah GSA,2024,G,4273.9
Kaweah,East Kaweah GSA,2024,I,4867.5
Kaweah,East Kaweah GSA,2024,P,1506.6
Kaweah,East Kaweah GSA,2024,T,153.4
Kaweah,East Kaweah GSA,2024,U,15266.4
Kaweah,East Kaweah GSA,2024,V,2552.1
Kaweah,East Kaweah GSA,2024,X,1301.5
Kaweah,East Kaweah GSA,2024,YP,1256.2
Westside,County of Fresno GSA - Westside,2020,C,121.1
Westside,County of Fresno GSA - Westside,2020,D,6540.7
Westside,County of Fresno GSA - Westside,2020,F,180.7
Westside,County of Fresno GSA - Westside,2020,G,779.3
Westside,County of Fresno GSA - Westside,2020,P,65.1
Westside,County of Fresno GSA - Westside,2020,T,721.3
Westside,County of Fresno GSA - Westside,2020,U,1723.2
Westside,County of Fresno GSA - Westside,2020,V,245.7
Westside,County of Fresno GSA - Westside,2020,X,5907.3
Westside,County of Fresno GSA - Westside,2020,YP,107.4
Westside,County of Fresno GSA - Westside,2021,C,121.1
Westside,County of Fresno GSA - Westside,2021,D,6735.0
Westside,County of Fresno GSA - Westside,2021,F,313.6
Westside,County of Fresno GSA - Westside,2021,I,5232.7
Westside,County of Fresno GSA - Westside,2021,P,217.7
Westside,County of Fresno GSA - Westside,2021,T,975.7
Westside,County of Fresno GSA - Westside,2021,U,1739.2
Westside,County of Fresno GSA - Westside,2021,V,245.7
Westside,County of Fresno GSA - Westside,2021,X,833.2
Westside,County of Fresno GSA - Westside,2022,C,121.1
Westside,County of Fresno GSA - Westside,2022,D,6413.4
Westside,County of Fresno GSA - Westside,2022,F,489.6
Westside,County of Fresno GSA - Westside,2022,G,201.2
Westside,County of Fresno GSA - Westside,2022,I,6039.6
Westside,County of Fresno GSA - Westside,2022,P,217.7
Westside,County of Fresno GSA - Westside,2022,T,474.6
Westside,County of Fresno GSA - Westside,2022,U,1737.5
Westside,County of Fresno GSA - Westside,2022,V,245.7
Westside,County of Fresno GSA - Westside,2022,X,759.3
Westside,County of Fresno GSA - Westside,2023,C,121.1
Westside,County of Fresno GSA - Westside,2023,D,5489.7
Westside,County of Fresno GSA - Westside,2023,F,532.6
Westside,County of Fresno GSA - Westside,2023,G,1083.0
Westside,County of Fresno GSA - Westside,2023,I,5394.5
Westside,County of Fresno GSA - Westside,2023,P,152.6
Westside,County of Fresno GSA - Westside,2023,T,871.5
Westside,County of Fresno GSA - Westside,2023,U,1705.1
Westside,County of Fresno GSA - Westside,2023,V,245.7
Westside,County of Fresno GSA - Westside,2023,X,1130.8
Westside,County of Fresno GSA - Westside,2024,C,121.0
Westside,County of Fresno GSA - Westside,2024,D,4855.2
Westside,County of Fresno GSA - Westside,2024,F,682.6
Westside,County of Fresno GSA - Westside,2024,G,1924.7
Westside,County of Fresno GSA - Westside,2024,I,5417.2
Westside,County of Fresno GSA - Westside,2024,P,73.5
Westside,County of Fresno GSA - Westside,2024,T,520.3
Westside,County of Fresno GSA - Westside,2024,U,1705.1
Westside,County of Fresno GSA - Westside,2024,V,175.7
Westside,County of Fresno GSA - Westside,2024,X,1084.9
Westside,County of Fresno GSA - Westside,2024,YP,72.4
Tule,Tule East GSA JPA,2020,C,18316.3
Tule,Tule East GSA JPA,2020,D,8306.3
Tule,Tule East GSA JPA,2020,F,16.7
Tule,Tule East GSA JPA,2020,G,10434.3
Tule,Tule East GSA JPA,2020,P,617.5
Tule,Tule East GSA JPA,2020,T,173.6
Tule,Tule East GSA JPA,2020,U,10463.9
Tule,Tule East GSA JPA,2020,V,4733.5
Tule,Tule East GSA JPA,2020,X,17988.5
Tule,Tule East GSA JPA,2020,YP,669.7
Tule,Tule East GSA JPA,2021,C,18180.4
Tule,Tule East GSA JPA,2021,D,8277.8
Tule,Tule East GSA JPA,2021,F,22.7
Tule,Tule East GSA JPA,2021,G,258.4
Tule,Tule East GSA JPA,2021,I,17847.0
Tule,Tule East GSA JPA,2021,P,539.5
Tule,Tule East GSA JPA,2021,T,164.0
Tule,Tule East GSA JPA,2021,U,10435.6
Tule,Tule East GSA JPA,2021,UL,44.7
Tule,Tule East GSA JPA,2021,V,4430.2
Tule,Tule East GSA JPA,2021,X,10936.1
Tule,Tule East GSA JPA,2021,YP,594.2
Tule,Tule East GSA JPA,2022,C,18524.0
Tule,Tule East GSA JPA,2022,D,8716.1
Tule,Tule East GSA JPA,2022,F,182.2
Tule,Tule East GSA JPA,2022,G,10683.8
Tule,Tule East GSA JPA,2022,I,15962.7
Tule,Tule East GSA JPA,2022,P,433.3
Tule,Tule East GSA JPA,2022,T,165.9
Tule,Tule East GSA JPA,2022,U,10608.9
Tule,Tule East GSA JPA,2022,UL,44.7
Tule,Tule East GSA JPA,2022,V,4360.5
Tule,Tule East GSA JPA,2022,X,267.6
Tule,Tule East GSA JPA,2022,YP,1532.9
Tule,Tule East GSA JPA,2023,C,18552.7
Tule,Tule East GSA JPA,2023,D,10141.1
Tule,Tule East GSA JPA,2023,F,18.2
Tule,Tule East GSA JPA,2023,G,17055.9
Tule,Tule East GSA JPA,2023,I,8870.4
Tule,Tule East GSA JPA,2023,P,469.0
Tule,Tule East GSA JPA,2023,T,171.7
Tule,Tule East GSA JPA,2023,U,10818.1
Tule,Tule East GSA JPA,2023,UL,34.6
Tule,Tule East GSA JPA,2023,V,4069.7
Tule,Tule East GSA JPA,2023,X,1554.7
Tule,Tule East GSA JPA,2023,YP,81.3
Tule,Tule East GSA JPA,2024,C,18361.8
Tule,Tule East GSA JPA,2024,D,10303.8
Tule,Tule East GSA JPA,2024,F,90.6
Tule,Tule East GSA JPA,2024,G,16237.6
Tule,Tule East GSA JPA,2024,I,7635.9
Tule,Tule East GSA JPA,2024,P,1323.1
Tule,Tule East GSA JPA,2024,T,171.7
Tule,Tule East GSA JPA,2024,U,10828.0
Tule,Tule East GSA JPA,2024,UL,34.6
Tule,Tule East GSA JPA,2024,V,3655.5
Tule,Tule East GSA JPA,2024,X,1400.8
Tule,Tule East GSA JPA,2024,YP,159.9
Kern,Kern Non-Districted Land Authority GSA,2020,C,4303.9
Kern,Kern Non-Districted Land Authority GSA,2020,D,9186.7
Kern,Kern Non-Districted Land Authority GSA,2020,F,2369.5
Kern,Kern Non-Districted Land Authority GSA,2020,G,1786.8
Kern,Kern Non-Districted Land Authority GSA,2020,P,1699.7
Kern,Kern Non-Districted Land Authority GSA,2020,T,256.8
Kern,Kern Non-Districted Land Authority GSA,2020,U,85003.7
Kern,Kern Non-Districted Land Authority GSA,2020,V,786.5
Kern,Kern Non-Districted Land Authority GSA,2020,X,9683.6
Kern,Kern Non-Districted Land Authority GSA,2020,YP,1600.0
Kern,Kern Non-Districted Land Authority GSA,2021,C,4188.0
Kern,Kern Non-Districted Land Authority GSA,2021,D,9123.5
Kern,Kern Non-Districted Land Authority GSA,2021,F,1958.2
Kern,Kern Non-Districted Land Authority GSA,2021,G,2164.2
Kern,Kern Non-Districted Land Authority GSA,2021,I,8284.5
Kern,Kern Non-Districted Land Authority GSA,2021,P,1585.7
Kern,Kern Non-Districted Land Authority GSA,2021,T,190.6
Kern,Kern Non-Districted Land Authority GSA,2021,U,84071.0
Kern,Kern Non-Districted Land Authority GSA,2021,UL,411.4
Kern,Kern Non-Districted Land Authority GSA,2021,V,689.2
Kern,Kern Non-Districted Land Authority GSA,2021,X,1817.7
Kern,Kern Non-Districted Land Authority GSA,2021,YP,1608.8
Kern,Kern Non-Districted Land Authority GSA,2022,C,5711.7
Kern,Kern Non-Districted Land Authority GSA,2022,D,8998.9
Kern,Kern Non-Districted Land Authority GSA,2022,F,2451.0
Kern,Kern Non-Districted Land Authority GSA,2022,G,3390.9
Kern,Kern Non-Districted Land Authority GSA,2022,I,7723.3
Kern,Kern Non-Districted Land Authority GSA,2022,P,1641.4
Kern,Kern Non-Districted Land Authority GSA,2022,T,91.7
Kern,Kern Non-Districted Land Authority GSA,2022,U,85050.8
Kern,Kern Non-Districted Land Authority GSA,2022,UL,411.4
Kern,Kern Non-Districted Land Authority GSA,2022,V,654.3
Kern,Kern Non-Districted Land Authority GSA,2022,X,563.4
Kern,Kern Non-Districted Land Authority GSA,2022,YP,344.7
Kern,Kern Non-Districted Land Authority GSA,2023,C,5879.7
Kern,Kern Non-Districted Land Authority GSA,2023,D,8491.4
Kern,Kern Non-Districted Land Authority GSA,2023,F,2162.6
Kern,Kern Non-Districted Land Authority GSA,2023,G,5564.7
Kern,Kern Non-Districted Land Authority GSA,2023,I,6355.8
Kern,Kern Non-Districted Land Authority GSA,2023,P,1600.0
Kern,Kern Non-Districted Land Authority GSA,2023,T,287.2
Kern,Kern Non-Districted Land Authority GSA,2023,U,84599.4
Kern,Kern Non-Districted Land Authority GSA,2023,UL,417.1
Kern,Kern Non-Districted Land Authority GSA,2023,V,629.1
Kern,Kern Non-Districted Land Authority GSA,2023,X,973.4
Kern,Kern Non-Districted Land Authority GSA,2023,YP,96.7
Kern,Kern Non-Districted Land Authority GSA,2024,C,5678.5
Kern,Kern Non-Districted Land Authority GSA,2024,D,8556.3
Kern,Kern Non-Districted Land Authority GSA,2024,F,1738.5
Kern,Kern Non-Districted Land Authority GSA,2024,G,6821.6
Kern,Kern Non-Districted Land Authority GSA,2024,I,6266.6
Kern,Kern Non-Districted Land Authority GSA,2024,P,1480.9
Kern,Kern Non-Districted Land Authority GSA,2024,T,379.9
Kern,Kern Non-Districted Land Authority GSA,2024,U,84540.1
Kern,Kern Non-Districted Land Authority GSA,2024,UL,417.1
Kern,Kern Non-Districted Land Authority GSA,2024,V,620.5
Kern,Kern Non-Districted Land Authority GSA,2024,X,680.6
Kern,Kern Non-Districted Land Authority GSA,2024,YP,16.7
